"","Province_State","Country_Region","Last_Update","Lat","Long_","Confirmed","Deaths","Recovered","Active","FIPS","Incident_Rate","People_Tested","People_Hospitalized","Mortality_Rate","UID","ISO3","Testing_Rate","Hospitalization_Rate","Date"
"1708","Washington","US","2020-05-09 02:32:39","47.4009","-121.4905","16388","941","","15483.0","53","217.07676752718064","230680","","5.522333414693678","84000053","USA","3055.6058538668553","","05-08-2020"
"1709","West Virginia","US","2020-05-09 02:32:39","38.4912","-80.9545","1323","52","761","510.0","54","100.00015117180827","59436","","3.930461073318216","84000054","USA","4492.523798221917","","05-08-2020"
"1710","Wisconsin","US","2020-05-09 02:32:39","44.2685","-89.6165","9590","384","4694","4512.0","55","185.3293731982806","106855","1767","4.004171011470282","84000055","USA","2065.0021035560244","18.425443169968716","05-08-2020"
"1711","Wyoming","US","2020-05-09 02:32:39","42.756","-107.3025","644","7","428","209.0","56","129.51492237149063","12038","60","1.0869565217391304","84000056","USA","2420.9637197329257","9.316770186335404","05-08-2020"
"1712","Province_State","Country_Region","Last_Update","Lat","Long_","Confirmed","Deaths","Recovered","Active","FIPS","Incident_Rate","People_Tested","People_Hospitalized","Mortality_Rate","UID","ISO3","Testing_Rate","Hospitalization_Rate","05-09-2020"
"1713","Alabama","US","2020-05-10 02:32:34","32.3182","-86.9023","9720","390","","9278.0","1","206.1892167816866","125494","1228","4.033926354985519","84000001","USA","2676.4076924701053","12.701696317749276","05-09-2020"
"1714","Alaska","US","2020-05-10 02:32:34","61.3707","-152.4044","378","10","318","50.0","2","63.23724506439994","26449","","2.6455026455026456","84000002","USA","4424.766917217762","","05-09-2020"
"1715","American Samoa","US","2020-05-10 02:32:34","-14.270999999999999","-170.132","0","0","","0.0","60","0.0","83","","","16","ASM","149.17057565464316","","05-09-2020"
"1716","Arizona","US","2020-05-10 02:32:34","33.7298","-111.4312","10960","532","2684","7744.0","4","150.57598749889576","128940","1514","4.854014598540146","84000004","USA","1771.4660427105491","13.813868613138686","05-09-2020"
"1717","Arkansas","US","2020-05-10 02:32:34","34.9697","-92.3731","3747","88","2968","691.0","5","144.7261847790695","65528","471","2.348545503069122","84000005","USA","2530.9894412070635","12.57005604483587","05-09-2020"
"1718","California","US","2020-05-10 02:32:34","36.1162","-119.6816","67271","2687","","63871.0","6","169.75348788098128","912570","","4.037080441119024","84000006","USA","2327.4728873395698","","05-09-2020"
"1719","Colorado","US","2020-05-10 02:32:34","39.0598","-105.3111","19375","967","2974","15434.0","8","341.90293556536983","96772","3600","4.990967741935484","84000008","USA","1707.6970777048757","18.580645161290324","05-09-2020"
"1720","Connecticut","US","2020-05-10 02:32:34","41.5978","-72.7554","32984","2932","5413","24639.0","9","925.142912758496","123569","9389","8.889158379820518","84000009","USA","3465.8920866679177","28.4653165170992","05-09-2020"
"1721","Delaware","US","2020-05-10 02:32:34","39.3185","-75.5071","6277","305","2450","3606.0","10","644.6120415213543","29296","","3.5207901863947746","84000010","USA","3008.531841390727","","05-09-2020"
"1722","Diamond Princess","US","2020-05-10 02:32:34","","","49","0","","49.0","88888","","","","0.0","84088888","USA","","","05-09-2020"
"1723","District of Columbia","US","2020-05-10 02:32:34","38.8974","-77.0268","6102","311","879","4912.0","11","864.6133398701238","28183","","5.0966896099639465","84000011","USA","3993.346076296247","","05-09-2020"
"1724","Florida","US","2020-05-10 02:32:34","27.7663","-81.6868","40001","1715","","38286.0","12","188.39420841699788","527731","7325","4.28739281517962","84000012","USA","2485.474463191188","18.312042198945026","05-09-2020"
"1725","Georgia","US","2020-05-10 02:32:34","33.0406","-83.6431","32588","1403","","31185.0","13","321.3999102313127","235324","5987","4.305265741990917","84000013","USA","2320.8884397714933","18.371793298146557","05-09-2020"
"1726","Grand Princess","US","2020-05-10 02:32:34","","","103","3","","100.0","99999","","","","2.912621359223301","84099999","USA","","","05-09-2020"
"1727","Guam","US","2020-05-10 02:32:34","13.4443","144.7937","151","5","124","22.0","66","91.9447844168813","3794","","3.3112582781456954","316","GUM","2310.188821706276","","05-09-2020"
"1728","Hawaii","US","2020-05-10 02:32:34","21.0943","-157.4983","631","17","566","48.0","15","44.56888258536248","36262","81","2.6941362916006337","84000015","USA","2561.262789715395","12.836767036450079","05-09-2020"
"1729","Idaho","US","2020-05-10 02:32:34","44.2405","-114.4788","2205","67","1442","696.0","16","136.91425690330377","31806","206","3.0385487528344672","84000016","USA","1974.918301617451","9.342403628117914","05-09-2020"
"1730","Illinois","US","2020-05-10 02:32:34","40.3495","-88.9861","76085","3349","","72736.0","17","648.3235317199648","416331","","4.401656042583952","84000017","USA","3547.574216790493","","05-09-2020"
"1731","Indiana","US","2020-05-10 02:32:34","39.8494","-86.2583","23732","1495","","22242.0","18","362.6531442418804","135686","4389","6.278442609135345","84000018","USA","2073.4432213721466","18.494016517781898","05-09-2020"
"1732","Iowa","US","2020-05-10 02:32:34","42.0115","-93.2105","11671","252","5011","6408.0","19","445.3368224601473","71476","","2.1591980121669097","84000019","USA","2727.3493892692563","","05-09-2020"
"1733","Kansas","US","2020-05-10 02:32:34","38.5266","-96.7265","6829","174","350","6305.0","20","280.0505887254725","49933","635","2.547957241177332","84000020","USA","2047.7033309165352","9.298579587055206","05-09-2020"
"1734","Kentucky","US","2020-05-10 02:32:34","37.6681","-84.6701","6440","304","2266","3870.0","21","188.12240692687735","86447","1696","4.720496894409938","84000021","USA","2525.251197454622","26.335403726708076","05-09-2020"
"1735","Louisiana","US","2020-05-10 02:32:34","31.1695","-91.8678","31417","2267","20316","8834.0","22","683.384428919275","212157","","7.215838558742083","84000022","USA","4614.851522622359","","05-09-2020"
"1736","Maine","US","2020-05-10 02:32:34","44.6939","-69.3819","1408","64","857","487.0","23","119.93124396297804","23500","198","4.545454545454546","84000023","USA","2001.6933473934546","14.0625","05-09-2020"
"1737","Maryland","US","2020-05-10 02:32:34","39.0639","-76.8021","31534","1614","2159","27761.0","24","530.5775292828016","156028","5932","5.118285025686561","84000024","USA","2625.260060218716","18.81144161857043","05-09-2020"
"1738","Massachusetts","US","2020-05-10 02:32:34","42.2302","-71.5301","76743","4840","","71903.0","25","1118.0878385820508","376537","7551","6.30676413483966","84000025","USA","5485.86112708872","9.839333880614518","05-09-2020"
"1739","Michigan","US","2020-05-10 02:32:34","43.3266","-84.5361","46815","4530","22686","19599.0","26","587.5922949159805","273486","","9.676385773790452","84000026","USA","3432.62344050821","","05-09-2020"
"1740","Minnesota","US","2020-05-10 02:32:34","45.6945","-93.9002","10790","558","6322","3910.0","27","218.1364155193446","106263","1612","5.171455050973123","84000027","USA","2148.2696869631245","14.939759036144578","05-09-2020"
"1741","Mississippi","US","2020-05-10 02:32:34","32.7416","-89.6787","9378","421","4421","4536.0","28","323.9147749762884","81479","1512","4.489230113030497","84000028","USA","2814.2729740129025","16.122840690978887","05-09-2020"
"1742","Missouri","US","2020-05-10 02:32:34","38.4561","-92.2884","9937","493","","9417.0","29","169.14539506739192","108898","","4.984360811219856","84000029","USA","1858.5001747602507","","05-09-2020"
"1743","Montana","US","2020-05-10 02:32:34","46.9219","-110.4544","458","16","422","20.0","30","52.88762995287458","21329","62","3.493449781659389","84000030","USA","2462.969998394895","13.537117903930131","05-09-2020"
"1744","Nebraska","US","2020-05-10 02:32:34","41.1254","-98.2681","8093","90","","8003.0","31","530.5938875164561","42976","","1.1120721611268998","84000031","USA","2817.5958124190306","","05-09-2020"
"1745","Nevada","US","2020-05-10 02:32:34","38.3135","-117.0554","6171","313","205","5653.0","32","204.5614789950731","56111","","5.072111489223789","84000032","USA","1860.014446263579","","05-09-2020"
"1746","New Hampshire","US","2020-05-10 02:32:34","43.4525","-71.5639","3011","131","1210","1670.0","33","226.70666220933208","32298","309","4.350714048488874","84000033","USA","2431.807298584194","10.262371305214215","05-09-2020"
"1747","New Jersey","US","2020-05-10 02:32:34","40.2989","-74.521","137464","9116","15642","112639.0","34","1546.8820189615399","305206","","6.634788241373538","84000034","USA","3436.1570738747987","","05-09-2020"
"1748","New Mexico","US","2020-05-10 02:32:34","34.8405","-106.2485","4778","191","1189","3398.0","35","286.53106115441193","93262","789","3.997488488907493","84000035","USA","5592.812855877515","16.513185433235662","05-09-2020"
"1749","New York","US","2020-05-10 02:32:34","42.1657","-74.9481","333122","26612","57180","249330.0","36","1975.6924623503019","1153768","72255","7.988664813491754","84000036","USA","6842.810564600906","21.69025161952678","05-09-2020"
"1750","North Carolina","US","2020-05-10 02:32:34","35.6301","-79.8064","14478","551","","13927.0","37","145.97885131643622","186362","","3.8057742782152233","84000037","USA","1879.0517121863302","","05-09-2020"
"1751","North Dakota","US","2020-05-10 02:32:34","47.5289","-99.78399999999999","1464","35","762","667.0","38","241.41763602003897","43933","110","2.390710382513661","84000038","USA","7244.672816440146","7.5136612021857925","05-09-2020"
"1752","Northern Mariana Islands","US","2020-05-10 02:32:34","15.0979","145.6739","16","2","12","2.0","69","29.014942695488177","2337","","12.5","580","MNP","4237.995067459742","","05-09-2020"
"1753","Ohio","US","2020-05-10 02:32:34","40.3888","-82.7649","23697","1593","","22366.0","39","212.07532580504858","196670","4300","5.616744735620543","84000039","USA","1760.090067353627","18.14575684685825","05-09-2020"
"1754","Oklahoma","US","2020-05-10 02:32:34","35.5653","-96.9289","4490","270","3154","1066.0","40","122.75695162501223","95869","822","6.013363028953229","84000040","USA","2621.0659677813583","18.307349665924278","05-09-2020"
"1755","Oregon","US","2020-05-10 02:32:34","44.571999999999996","-122.0709","3160","127","1125","1908.0","41","78.86053514359854","74620","662","4.018987341772152","84000041","USA","1862.2066874732036","20.949367088607595","05-09-2020"
"1756","Pennsylvania","US","2020-05-10 02:32:34","40.5908","-77.2098","58560","3779","","54781.0","42","465.22354682587013","277107","","6.453210382513661","84000042","USA","2201.4464035224796","","05-09-2020"
"1757","Puerto Rico","US","2020-05-10 02:32:34","18.2208","-66.5901","2173","108","","2065.0","72","74.07765984138585","2173","","4.970087436723424","630","PRI","74.07765984138585","","05-09-2020"
"1758","Rhode Island","US","2020-05-10 02:32:34","41.6809","-71.5118","10989","59","772","9799.0","44","1037.3234430944692","87815","1218","3.803803803803804","84000044","USA","8289.431081567096","11.083811083811083","05-09-2020"
"1759","South Carolina","US","2020-05-10 02:32:34","33.8569","-80.945","7531","330","4120","3081.0","45","149.42534437174788","80963","1252","4.38188819545877","84000045","USA","1606.4166984955282","16.624618244589033","05-09-2020"
"1760","South Dakota","US","2020-05-10 02:32:34","44.2998","-99.4388","3393","34","2125","1234.0","46","461.07309224723195","22952","253","1.0020630710285883","84000046","USA","3118.935930815935","7.456528146183318","05-09-2020"
"1761","Tennessee","US","2020-05-10 02:32:34","35.7478","-86.6923","14768","242","7369","7157.0","47","224.95292789914407","252748","1319","1.6386782231852655","84000047","USA","3849.97309186436","8.931473456121344","05-09-2020"
"1762","Texas","US","2020-05-10 02:32:34","31.0545","-97.5635","38983","1117","20141","17187.0","48","167.04256391931958","489294","","2.7764754909621296","84000048","USA","2128.7941936328475","","05-09-2020"
"1763","Utah","US","2020-05-10 02:32:34","40.15","-111.8624","6103","66","2901","3136.0","49","212.95363870529212","143294","498","1.081435359659184","84000049","USA","4999.996510672805","8.159921350155662","05-09-2020"
"1764","Vermont","US","2020-05-10 02:32:34","44.0459","-72.7107","921","53","744","124.0","50","150.83746730626558","19527","","5.754614549402823","84000050","USA","3198.0491032458717","","05-09-2020"
"1765","Virgin Islands","US","2020-05-10 02:32:34","18.3358","-64.8963","68","4","57","7.0","78","63.39262408173919","1092","","5.882352941176471","850","VIR","1018.0109631949882","","05-09-2020"
"1766","Virginia","US","2020-05-10 02:32:34","37.7693","-78.17","23196","827","3124","19245.0","51","293.3517805856159","137149","4717","3.5652698741162268","84000051","USA","1734.4759163449148","20.335402655630283","05-09-2020"
"1767","Washington","US","2020-05-10 02:32:34","47.4009","-121.4905","16674","952","","15753.0","53","220.86514655529714","235835","3450","5.52356962936308","84000053","USA","3123.8893989365783","20.690896005757466","05-09-2020"
"1768","West Virginia","US","2020-05-10 02:32:34","38.4912","-80.9545","1323","52","761","510.0","54","100.00015117180827","60997","","3.930461073318216","84000054","USA","4610.513394578072","","05-09-2020"
"1769","Wisconsin","US","2020-05-10 02:32:34","44.2685","-89.6165","9939","398","4875","4666.0","55","192.07389366190935","111874","1806","4.004427004728846","84000055","USA","2161.9956514269493","18.17084213703592","05-09-2020"
"1770","Wyoming","US","2020-05-10 02:32:34","42.756","-107.3025","653","7","438","208.0","56","131.324913522645","12047","64","1.0719754977029097","84000056","USA","2422.77371088408","9.800918836140887","05-09-2020"
"1771","Province_State","Country_Region","Last_Update","Lat","Long_","Confirmed","Deaths","Recovered","Active","FIPS","Incident_Rate","People_Tested","People_Hospitalized","Mortality_Rate","UID","ISO3","Testing_Rate","Hospitalization_Rate","05-10-2020"
"1772","Alabama","US","2020-05-11 02:32:34","32.3182","-86.9023","9982","393","","9496.0","1","210.9024787705936","127421","1240","3.974112650419658","84000001","USA","2717.504777776095","12.539184952978056","05-10-2020"
"1773","Alaska","US","2020-05-11 02:32:34","61.3707","-152.4044","379","10","324","45.0","2","63.40453936351211","27364","","2.638522427440633","84000002","USA","4577.841200905396","","05-10-2020"
"1774","American Samoa","US","2020-05-11 02:32:34","-14.270999999999999","-170.132","0","0","","0.0","60","0.0","83","","","16","ASM","149.17057565464316","","05-10-2020"
"1775","Arizona","US","2020-05-11 02:32:34","33.7298","-111.4312","11119","536","2775","7808.0","4","152.760438412429","137739","1528","4.820577390053062","84000004","USA","1892.3527319443797","13.7422430074647","05-10-2020"
"1776","Arkansas","US","2020-05-11 02:32:34","34.9697","-92.3731","4012","91","2968","953.0","5","154.96169024116008","65528","471","2.2681954137587237","84000005","USA","2530.9894412070635","11.739780658025921","05-10-2020"
"1777","California","US","2020-05-11 02:32:34","36.1162","-119.6816","68231","2716","","64884.0","6","172.4110667501177","955664","","4.017751479289941","84000006","USA","2437.3823919332026","","05-10-2020"
"1778","Colorado","US","2020-05-11 02:32:34","39.0598","-105.3111","19703","971","3023","15709.0","8","347.6910213906829","100610","3623","4.92818352535147","84000008","USA","1775.4247405022893","18.38806273156372","05-10-2020"
"1779","Connecticut","US","2020-05-11 02:32:34","41.5978","-72.7554","33554","2967","5413","25174.0","9","941.1304054904977","130192","9389","8.842462895630923","84000009","USA","3651.6555329206317","27.981760743875544","05-10-2020"
"1780","Delaware","US","2020-05-11 02:32:34","39.3185","-75.5071","6277","316","2537","3519.0","10","644.6120415213543","31039","","3.5207901863947746","84000010","USA","3187.527984193295","","05-10-2020"
"1781","Diamond Princess","US","2020-05-11 02:32:34","","","49","0","","49.0","88888","","","","0.0","84088888","USA","","","05-10-2020"
